,Titles,Brands,Prices,Stars,Urls,Ratings,Review_Words
177,"JVC HAFR100XB Elation XX Ear Buds, Black",Visit the JVC Store,No Price,4 out of 5,/JVC-HAFR100XB-Elation-Buds-Black/dp/B00VV6WWEO/ref=sr_1_52?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298732&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-52,26 ratings,"['sound quality', 'deep bass', 'earbuds', 'highs', 'mids', 'sounding', 'headphones', 'plus', 'owned']"
178,Samsung Galaxy Buds True Wireless Earbuds - Black (Renewed),Visit the Amazon Renewed Store,$67.00,4.2 out of 5,/Samsung-Galaxy-Buds-Wireless-Earbuds/dp/B07RP1N47K/ref=sr_1_14?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-14,"1,307 ratings","['sound quality', 'battery life', 'brand new', 'galaxy buds', 'noise cancellation', 'buy new', 'earbud', 'left earbud', 'ambient sound', 'phone calls', 'waste of money', 'noise cancelling', 'works well']"
179,"JLab Audio Epic Air Sport True Wireless Bluetooth 5 Earbuds | Headphones for Working Out, IP66 Sweatproof | 10-Hour Battery Life, 60-Hour Charging Case | Music Controls | 3 EQ Sound Settings | Black",Visit the JLAB Store,No Price,4.1 out of 5,/Wireless-Bluetooth-Headphones-Sweatproof-Charging/dp/B07R4BXTC2/ref=sr_1_18?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-18,197 ratings,"['battery life', 'sound quality', 'charging case', 'stopped working', 'outside noise', 'wireless earbuds', 'left earbud', 'stay in my ears', 'earbud', 'touch controls', 'phone calls', 'great battery', 'much base', 'earpiece']"
180,Jabra Classic EarSet for Phones with a 2.5mm Jack,Visit the Jabra Store,No Price,3.3 out of 5,/Jabra-Classic-EarSet-Phones-2-5mm/dp/B00005CDP9/ref=sr_1_31?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298475&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-31,8 ratings,['No Review']
181,Shure SRH440-A Headphones(International Version),Visit the Shure Store,$148.55,4.1 out of 5,/Shure-SRH440-A-Headphones-International-Version/dp/B002UUQ8Z4/ref=sr_1_48?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-48,143 ratings,['No Review']
182,Philips Ear Buds Model# SHE3590BK,Visit the PHILIPS Store,No Price,3.7 out of 5,/Philips-Ear-Buds-Model-SHE3590BK/dp/B007BOLAFW/ref=sr_1_60?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298556&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-60,"1,218 ratings",['No Review']
183,JVC HAF160CT Headphones,Visit the JVC Store,No Price,5 out of 5,/JVC-HAF160CT-Headphones/dp/B00GMA1PA6/ref=sr_1_74?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298740&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-74,5 ratings,['No Review']
184,Jabra Elite 65t True Wireless Earbuds & Charging Case - Copper Black,Visit the Jabra Store,No Price,4.1 out of 5,/Jabra-Elite-Wireless-Earbuds-Charging/dp/B07BHFHD51/ref=sr_1_26?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298475&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-26,13 ratings,['No Review']
185,Panasonic RPHJE190A Headphones,Visit the Panasonic Store,$20.99,3.9 out of 5,/Panasonic-RP-HJE190-A-RPHJE190A-Headphones/dp/B00C19145I/ref=sr_1_75?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298338&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-75,138 ratings,"['sound quality', 'much better', 'earbuds', 'highly recommend', 'fall asleep', 'clear and crisp', 'great sound', 'build quality', 'fit my ear', 'different size', 'fit comfortably', 'look and feel', 'better sound', 'fit perfectly', 'pretty well']"
186,"PANASONIC Stereo Earbud Headphones with Comfortable, Clear, and Powerful Sound. Includes 3.9 ft Cord with Miniplug 3.5mm Headphone Jack - RP-HV096-K – In Ear Earbuds (Black)",Visit the Panasonic Store,$5.99,4 out of 5,/Auriculares-Panasonic-RPHV21V-incorporado-generaci%C3%B3n/dp/B004MMEHYM/ref=sr_1_1?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-1,"1,071 ratings","['sound quality', 'ear canal', 'job done', 'sound good', 'great sound', 'get what you pay', 'hurt my ears', 'hard plastic', 'great price', 'stopped working', 'much better', 'definitely recommend', 'good for the price']"
187,JVC HA-FX38M in-Ear Headphones with 1-Button Remote Control and Microphone - Violet (Violet),Visit the JVC Store,No Price,4.4 out of 5,/JVC-HA-FX38M-Headphones-1-Button-Microphone/dp/B01MRC83FG/ref=sr_1_90?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298744&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-90,76 ratings,['No Review']
188,Skullcandy Chops Flex in-Ear Earbud - White/Crimson,Visit the Skullcandy Store,$19.99,4.3 out of 5,/Skullcandy-Sweat-Resistant-Microphone-Comfortable-Flexible/dp/B07DHTKR2J/ref=sr_1_22?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-22,47 ratings,['No Review']
189,"Sony MDR-Q55SL Lightweight, Open-Air, Clip-On Earhook Earclip SportClip Stereo with Deep-Bass Turbo Duct Headphones (Gray)",Visit the Sony Store,$29.99,3.7 out of 5,/Sony-MDR-Q55SL-Lightweight-SportClip-Headphones/dp/B07D1C86JP/ref=sr_1_204?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298244&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-204,148 ratings,"['sound quality', 'look cool', 'great sound', 'light weight', 'clip-on headphones', 'addition to my creative', 'creative nomad', 'jukebox zen', 'nomad jukebox', 'zen nx xtra', 'arm band', 'seems to suffer', 'suffer rather']"
190,Conformable Ear Hook,Visit the Plantronics Store,$13.49,3.9 out of 5,/Plantronics-45651-01-Conformable-Ear-Hook/dp/B00007FH7M/ref=sr_1_29?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298771&refinements=p_89%3APlantronics&rnid=2528832011&s=electronics&sr=1-29,4 ratings,['No Review']
191,JVC Haf160 White Gumy Bass Boost Stereo Earbud Earphone Headphones New Great Gift Ship Worldwide,Visit the JVC Store,$14.99,5 out of 5,/JVC-Earphone-Headphones-Shipping-Worldwide/dp/B00HGS3A38/ref=sr_1_91?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298744&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-91,1 rating,['No Review']
192,JVC Bluetooth Wireless Earphone (RED) HA-XC30BT-R【Japan Domestic Genuine Products】【Ships from Japan】,Visit the JVC Store,No Price,No Review,/JVC-Bluetooth-Wireless-HA-XC30BT-R%E3%80%90Japan-Products%E3%80%91%E3%80%90Ships/dp/B082354NKS/ref=sr_1_123?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298751&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-123,No Ratings,['No Review']
193,Sony MDR-NX1A Neckstrap with Soft Earbud - Blue (Discontinued by Manufacturer),Visit the Sony Store,$44.95,3.3 out of 5,/Sony-MDR-NX1A-Neckstrap-Soft-Earbud/dp/B000BNLJ5G/ref=sr_1_190?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298240&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-190,4 ratings,['No Review']
194,Sony Mdr-E11Lp/Blu Budstyle Headphones with 16mm Drivers (Blue) (Discontinued by Manufacturer),Visit the Sony Store,No Price,3.6 out of 5,/Sony-Mdr-E11Lp-Headphones-Discontinued-Manufacturer/dp/B0015AFWCU/ref=sr_1_225?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298247&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-225,12 ratings,['No Review']
195,Monster iSport Intensity In-Ear Headphones (Green),Visit the Monster Store,No Price,3.9 out of 5,/Monster-iSport-Intensity-Headphones-Green/dp/B009LU80RK/ref=sr_1_23?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-23,395 ratings,"['sound quality', 'stopped working', 'in-ear headphones', 'isport intensity', 'stay in place', 'great sound', 'much better', 'bose sie', 'quality is very good', 'left ear', 'highly recommend', 'second pair', 'sweat proof']"
196,Monster Inspiration In Ear Headphone,Visit the Monster Store,No Price,3.6 out of 5,/Monster-Inspiration-In-Ear-Headphone/dp/B00C39KBVE/ref=sr_1_45?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-45,50 ratings,"['sound quality', 'in-ear headphones', 'inspiration in-ear', 'ear canal', 'controls work', 'ear hooks', 'comfortable to wear', 'earbuds', 'price range', 'different sizes', 'dollar range', 'android phone', 'really nice', 'good quality']"
197,"Sparepart: Samsung EARPHONE-AAEP405DBE,S20P,MAIN, GH59-05677A",Visit the SAMSUNG Store,$47.00,No Review,/Sparepart-Samsung-EARPHONE-AAEP405DBE-S20P-GH59-05677A/dp/B003M738R0/ref=sr_1_69?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298299&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-69,No Ratings,['No Review']
198,JVC Marshmallow Memory Foam Earbud Green (HAFX38G),Visit the JVC Store,$15.28,4.3 out of 5,/JVC-Marshmallow-Memory-Earbud-HAFX38G/dp/B0712211GN/ref=sr_1_8?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-8,628 ratings,"['sound quality', 'earbuds', 'memory foam', 'small ears', 'hurt my ears', 'stopped working', 'outside noise', 'build quality', 'years ago', 'earbuds for years', 'lasted for about 8 months', 'comfortable to wear']"
199,Shure SE112-GR Sound Isolating Earphones with Single Dynamic MicroDriver,Visit the Shure Store,$49.00,3.8 out of 5,/Shure-SE112-GR-Isolating-Earphones-MicroDriver/dp/B00EWOK09G/ref=sr_1_3?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-3,624 ratings,"['sound quality', 'sound isolation', 'stopped working', 'battery life', 'noise isolation', 'build quality', 'much better', 'foam tips', 'high end', 'sound isolating', 'good sound', 'noise cancelling', 'price range']"
200,Panasonic monoralinneryer in-ear headphones (black) RP-EP310 1.0 m,Visit the Panasonic Store,No Price,4.2 out of 5,/Panasonic-monoralinneryer-headphones-black-RP-EP310/dp/B008O22BZI/ref=sr_1_118?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298342&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-118,46 ratings,['No Review']
201,Plantronics BackBeat GO 3 - Wireless Headphones - Copper Grey,Visit the Plantronics Store,$42.99,3.5 out of 5,/Plantronics-BackBeat-GO-Wireless-Headphones/dp/B01H45PUJY/ref=sr_1_20?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APlantronics&rnid=2528832011&s=electronics&sr=1-20,26 ratings,"['battery life', 'quality is good', 'backbeat', 'headphones', 'ear', 'earbuds', 'bluetooth', 'audio', 'buds', 'fall', 'loud', 'fail', 'headset', 'stay', 'uncomfortable']"
202,JVC HAEBT5A Blue Sports Headphones,Visit the JVC Store,No Price,3.1 out of 5,/JVC-HAEBT5A-BLUE-Sports-Headphones/dp/B016KNZ640/ref=sr_1_208?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298761&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-208,14 ratings,['No Review']
203,"in-Ear Headphones, Pink-Philips",Visit the PHILIPS Store,$6.43,2.8 out of 5,/PHILIPS-SHE2005PK-28-Headphones-PInk-Philips/dp/B00IGIRDKI/ref=sr_1_32?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298549&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-32,5 ratings,['No Review']
204,"Panasonic RP-HV41-PB Eardrops Stereo Earbud Style Earphones, Dark Pink/Pink (Discontinued by Manufacturer)",Visit the Panasonic Store,$6.90,3.7 out of 5,/Panasonic-RP-HV41-PB-Earphones-Discontinued-Manufacturer/dp/B00C1910IY/ref=sr_1_9?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-9,15 ratings,['No Review']
205,JBL Inspire 300 In-Ear Sport Headphones Red / Black,Visit the JBL Store,No Price,4.2 out of 5,/JBL-Inspire-Sport-Headphones-Black/dp/B01N5F2B3D/ref=sr_1_116?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298823&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-116,22 ratings,['No Review']
206,Shure SE215-CL-E In-Ear Audio Monitor,Visit the Shure Store,No Price,4.3 out of 5,/Shure-SE215-CL-EFS-SE215CLE-CLEAR-Headphones/dp/B004V3Q1ZA/ref=sr_1_46?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-46,456 ratings,['No Review']
207,Jabra BT350 Bluetooth Headset (Discontinued by Manufacturer),Visit the Jabra Store,No Price,3.3 out of 5,/Jabra-Bluetooth-Headset-Discontinued-Manufacturer/dp/B0009W8DL2/ref=sr_1_36?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298475&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-36,61 ratings,"['sound quality', 'cell phone', 'easy to use', 'loud enough', 'last number', 'ear piece', 'bluetooth headset', 'battery life', 'pretty good', 'vibrate feature', 'found this headset', 'turn the headset', 'good headset']"
208,"JLab Audio JBudsPRO Premium in-ear Earbuds with Mic, Guaranteed Fit, GUARANTEED FOR LIFE - Teal",Visit the JLAB Store,$9.99,4.1 out of 5,/JBudsPRO-Premium-Earbuds-Guaranteed-GUARANTEED/dp/B016YZYMBM/ref=sr_1_6?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJLAB&rnid=2528832011&s=electronics&sr=1-6,"1,060 ratings","['sound quality', 'stopped working', 'great price', 'really like', 'pretty good', 'great sound', 'second pair', 'volume control', 'another pair', 'highly recommend', 'earbud', 'sound good', 'much better', 'work well']"
209,Panasonic RP-HJE125-K ErgoFit in-Ear Earbud Headphones (Black) - 3 Pack (3 Items),Visit the Panasonic Store,$24.99,4.6 out of 5,/Panasonic-RP-HJE125-K-ErgoFit-Earbud-Headphones/dp/B07XJ6SKGC/ref=sr_1_7?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APanasonic&rnid=2528832011&s=electronics&sr=1-7,4 ratings,['No Review']
210,SONY Canal type earphone for iPhone / iPod / iPad with remote control & microphone Black MDR-EX150IP / B,Visit the Sony Store,$65.92,3.9 out of 5,/earphone-iPhone-control-microphone-MDR-EX150IP/dp/B00ZE3V35Y/ref=sr_1_105?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298230&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-105,60 ratings,['No Review']
211,Skullcandy Jib Wireless In-Ear Earbud - Black,Visit the Skullcandy Store,$18.99,3.9 out of 5,/Skullcandy-Bluetooth-Microphone-Hands-Free-Rechargeable/dp/B06XX123SH/ref=sr_1_19?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-19,"4,167 ratings","['battery life', 'sound quality', 'skullcandy', 'volume control', 'stopped working', 'waste of money', 'last long', 'great sound', 'second pair', 'fully charged', 'noise cancellation', 'earbud']"
212,JVC HAENR15B Gumy(R) Sports Earbuds with Microphone (Black),Visit the JVC Store,No Price,3.9 out of 5,/JVC-HAENR15B-Sports-Earbuds-Microphone/dp/B0725SSR7K/ref=sr_1_47?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298732&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-47,40 ratings,['No Review']
213,Philips SHE2641/27 In Ear Headphone (Silver/Black) (Discontinued by Manufacturer),Visit the PHILIPS Store,$16.74,3.9 out of 5,/SHE2641-27-Headphone-Discontinued-Manufacturer/dp/B001U0O9CE/ref=sr_1_28?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APHILIPS&rnid=2528832011&s=electronics&sr=1-28,164 ratings,"['sound quality', 'stopped working', 'much better', 'pretty good', 'apple earbuds', 'stay in place', 'still work', 'couple weeks', 'ipod headphones', 'bang for buck', 'long time', 'cheap pair', 'headphones']"
214,"Audio Technica SonicPro Port ATH-CKM300I In-ear Headphones with Mic & Volume Control for iPod, iPhone, and iPad - Blue",Visit the Audio-Technica Store,$42.84,3.5 out of 5,/dp/B007S6U5AY/ref=sr_1_95?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298632&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-95,41 ratings,['No Review']
215,"Jabra Elite Sport Earbuds – Waterproof Fitness & Running Earbuds with Heart Rate and Activity Tracker, True Wireless Bluetooth Earbuds with Superior Sound, Advanced Connectivity and Charging Case",Visit the Jabra Store,$219.99,3.4 out of 5,/Jabra-Wireless-Waterproof-Fitness-Activity/dp/B072ZH4NTR/ref=sr_1_6?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3AJabra&rnid=2528832011&s=electronics&sr=1-6,826 ratings,"['sound quality', 'heart rate', 'battery life', 'left earbud', 'right earbud', 'charging case', 'elite sport', 'stopped working', 'earbud', 'wireless earbuds', 'true wireless', 'truly wireless', 'left ear', 'right ear', 'make sure']"
216,Monster Elements Wireless in-Ear Headphones - Black Slate,Visit the Monster Store,No Price,3 out of 5,/Monster-Elements-Bluetooth-Headphones-137075-00/dp/B06XD9PDXS/ref=sr_1_46?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298846&refinements=p_89%3AMonster&rnid=2528832011&s=electronics&sr=1-46,1 rating,['No Review']
217,Koss Earbud Plugs,Visit the Koss Store,No Price,No Review,/Koss-Earbud-Plugs/dp/B00T3GFAHU/ref=sr_1_60?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298263&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-60,No Ratings,['No Review']
218,Koss RUK 20W Noise Isolating In-Ear Stereophones,Visit the Koss Store,$12.98,3.7 out of 5,/Koss-RUK-20W-Isolating-Stereophones/dp/B007PA0VWA/ref=sr_1_76?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298266&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-76,3 ratings,['No Review']
219,"Skullcandy Chops Flex Sweat-Resistant Sport Earbud with In-Line Microphone and Remote, Comfortable and Secure Flexible Ear Hanger, Gray/Red/Swirl",Visit the Skullcandy Store,$19.99,4 out of 5,/Skullcandy-Sweat-Resistant-Microphone-Comfortable-Flexible/dp/B06XRH57KR/ref=sr_1_58?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298666&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-58,638 ratings,"['sound quality', 'earbuds', 'ear canal', 'stay in place', 'stay in my ears', 'around the ears', 'sit in my ear', 'great sound', 'earbuds', 'headphones', 'uncomfortable', 'earbud', 'listening', 'running', 'hear', 'speaker']"
220,JVC HA-ETR40 Splashproof Sporty In-Earphone with one-button mic/remote - Black (International Version),Visit the JVC Store,$81.53,3.7 out of 5,/JVC-HA-ETR40-Splashproof-Earphone-one-button/dp/B00NED2P6C/ref=sr_1_88?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298744&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-88,53 ratings,['No Review']
221,Sony Mdr-E10Lp/Red Headphones - Fashion Earbuds (Red) (Discontinued by Manufacturer),Visit the Sony Store,No Price,4.2 out of 5,/Sony-Mdr-E10Lp-Red-Headphones-Discontinued/dp/B0015AK27K/ref=sr_1_47?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-47,41 ratings,"['sound quality', 'great sound', 'pink as the pink ones', 'earbuds', 'discontinued', 'model', 'ears', 'earphones', 'newer', 'buds', 'pairs', 'replaced']"
222,Plantronics BackBeat PRO 5100 True Wireless Bluetooth Earbuds,Visit the Plantronics Store,$142.99,3.6 out of 5,/BackBeat-5100-Wireless-Bluetooth-Earbuds/dp/B07V9ZMDX7/ref=sr_1_6?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599295858&refinements=p_89%3APlantronics&rnid=2528832011&s=electronics&sr=1-6,261 ratings,"['sound quality', 'backbeat pro', 'battery life', 'true wireless', 'call quality', 'phone calls', 'noise cancellation', 'noise cancelling', 'jabra elite', 'wireless earbuds', 'wireless bluetooth', 'air pods', 'bluetooth earbuds']"
223,"JBL TUNE 115BT - Wireless In-Ear Bluetooth Headphones with Microphone, up to 8 Hour Battery, Bluetooth Earbuds work with Android and Apple iOS (Teal)",Visit the JBL Store,$29.95,4.2 out of 5,/JBL-T115BT-Wireless-Headphone-Remote/dp/B07ZBT7SV9/ref=sr_1_29?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298808&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-29,27 ratings,['No Review']
224,SHURE High Sound Insulation Wireless Earphone SE215 Special Edition (White)【Japan Domestic Genuine Products】,Visit the Shure Store,No Price,3.6 out of 5,/Insulation-WIRELESS-Earphone-Domestic-products%E3%80%91/dp/B075KF55G7/ref=sr_1_34?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298695&refinements=p_89%3AShure&rnid=2528832011&s=electronics&sr=1-34,43 ratings,['No Review']
225,Sony MDR-EX15LPW White in Ear Headphones MDREX15,Visit the Sony Store,No Price,4.1 out of 5,/Sony-MDR-EX15LPW-White-Headphones-MDREX15/dp/B00I3LUR42/ref=sr_1_28?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298213&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-28,912 ratings,['No Review']
226,"Audio-Technica ATH-SR5BTBK Bluetooth Wireless On-Ear High-Resolution Audio Headphones with Mic & Control, Black",Visit the Audio-Technica Store,$149.00,4.1 out of 5,/Audio-Technica-ATH-SR5BTBK-Bluetooth-High-Resolution-Headphones/dp/B01C6B3W9G/ref=sr_1_61?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298629&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-61,396 ratings,"['battery life', 'sound quality', 'audio technica', 'ear pads', 'listening to music', 'wireless headphones', 'phone calls', 'headphones', 'beats solo', 'build quality', 'long time', 'comfortable to wear']"
227,JBL Tune 225 Truly Wireless Ear Buds (Blue),Visit the JBL Store,$99.95,No Review,/JBL-Tune-Truly-Wireless-Buds/dp/B08D861NYH/ref=sr_1_43?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298808&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-43,No Ratings,['No Review']
228,HA-FX 101 A-E blau,Visit the JVC Store,$679.77,3.8 out of 5,/JVC-HAFX101AE-HA-FX-101-blau/dp/B0076WR44K/ref=sr_1_226?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298764&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-226,239 ratings,['No Review']
229,Koss Electronic Sb45 Communication Stereophones,Visit the Koss Store,$44.62,No Review,/184747-Communication-Stereophone-electronic-consumer/dp/B01DMVRYE8/ref=sr_1_83?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298266&refinements=p_89%3AKoss&rnid=2528832011&s=electronics&sr=1-83,No Ratings,['No Review']
230,SONY h.ear in canal type earphone High-Resolution sound with remote control microphone viridian Blue MDR-EX750AP / L,Visit the Sony Store,No Price,4.4 out of 5,/earphone-High-Resolution-microphone-viridian-MDR-EX750AP/dp/B01538V0Q6/ref=sr_1_79?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298226&refinements=p_89%3ASony&rnid=2528832011&s=electronics&sr=1-79,14 ratings,['No Review']
231,"Skullcandy Ink'd Bluetooth Wireless Earbuds with Microphone, Noise Isolating Supreme Sound, 8-Hour Rechargeable Battery, Lightweight with Flexible Collar, Red/Black",Visit the Skullcandy Store,$49.99,4.1 out of 5,/Skullcandy-Bluetooth-Microphone-Rechargeable-Lightweight/dp/B01DWHPK5C/ref=sr_1_52?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298659&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-52,986 ratings,"['battery life', 'sound quality', 'stopped working', 'around the neck', 'skullcandy', 'lasted about 6 months', 'highly recommend', 'really good', 'recommend these to anyone', 'return window', 'replacement pair']"
232,"JVC Gumy Earbuds, Powerful Sound, Comfortable and Secure Fit, Silicone Ear Pieces S/M/L (White)",Visit the JVC Store,$7.95,No Review,/JVC-Earbuds-Powerful-Comfortable-Silicone/dp/B08DK4RCM3/ref=sr_1_75?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298740&refinements=p_89%3AJVC&rnid=2528832011&s=electronics&sr=1-75,No Ratings,['No Review']
233,JBL Endurance Sprint Waterproof Wireless In-Ear Sports Headphones (Red) (Renewed),Visit the Amazon Renewed Store,$26.99,4.2 out of 5,/JBL-Endurance-Waterproof-Wireless-Headphones/dp/B083TDZPT1/ref=sr_1_57?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298816&refinements=p_89%3AJBL&rnid=2528832011&s=electronics&sr=1-57,6 ratings,['No Review']
234,"Skullcandy Smokin' Buds 2 Earbuds with Mic Hot Lime/Purple, One Size",Visit the Skullcandy Store,No Price,3.7 out of 5,/Skullcandy-Smokin-Buds-Earbuds-Purple/dp/B00GKON1BU/ref=sr_1_56?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298666&refinements=p_89%3ASkullcandy&rnid=2528832011&s=electronics&sr=1-56,138 ratings,"['sound quality', 'skull candy', 'earbuds', 'great sound', 'mic', 'bass', 'broke', 'cord', 'plus', 'fall']"
235,"Samsung Galaxy Buds+ Plus,True Wireless Earbuds w/Improved Battery and Call Quality,White–US Version with 10,000 mAh Super Fast 25W Portable Wireless Charger USB-C,Silver (US Version+Warranty)",Visit the SAMSUNG Store,No Price,No Review,/Wireless-Improved-White-US-Portable-Warranty/dp/B08C63M475/ref=sr_1_60?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298299&refinements=p_89%3ASAMSUNG&rnid=2528832011&s=electronics&sr=1-60,No Ratings,['No Review']
236,Audio Technica ATH-C505i BK | Inner-Ear Headphones for iPod iPhone iPad (Japan Import),Visit the Audio-Technica Store,No Price,3.3 out of 5,/Technica-ATH-C505i-BK-Inner-Ear-Headphones/dp/B00547MYY4/ref=sr_1_74?dchild=1&fst=as%3Aoff&keywords=earbuds&qid=1599298632&refinements=p_89%3AAudio-Technica&rnid=2528832011&s=electronics&sr=1-74,16 ratings,['No Review']
